judul,date,bulan,tahun
[DISINFORMASI] Warga Bhutan tidak Terpapar Covid-19 karena Penduduknya Vegetarian ,2021-03-01,maret,2021
[HOAKS] Informasi Tender Proyek Mengatasnamakan PLN Aceh ,2021-03-01,maret,2021
[DISINFORMASI] Potret Foto Buzzer sedang Menyebarkan Konten Hoaks dan Fitnah ,2021-03-01,maret,2021
[DISINFORMASI] Informasi Peringkat Keamanan Vaksin Covid-19 dari Artikel New York Times ,2021-03-01,maret,2021
[HOAKS] Pesan WhatsApp Mengatasnamakan Bupati Jombang Mundjidah Wahab ,2021-03-01,maret,2021
[HOAKS] WhatsApp Mengatasnamakan BPJS Memberikan Bantuan Dana Rp 200 Juta ,2021-03-01,maret,2021
[HOAKS] Anggota DPRD Jember Alfian Andri Wijaya Tawarkan Lelang Mobil di Facebook ,2021-03-01,maret,2021
[HOAKS] Surat Pengangkatan Seluruh Pegawai Honorer Menjadi PNS Tanpa Tes ,2021-03-01,maret,2021
[DISINFORMASI] Grafik Kadar Antibodi setelah Divaksin Covid-19 Menurun ,2021-03-01,maret,2021
[DISINFORMASI] Botol Vaksin Berlogo Kadrun ,2021-03-01,maret,2021
[HOAKS] Lowongan Pekerjaan Khusus Warga yang Memiliki KTP Surabaya ,2021-03-01,maret,2021
[HOAKS] Akun Instagram Mengatasnamakan Bareskrim Kota Bekasi Melakukan Panggilan Pemeriksaan ,2021-03-01,maret,2021
[HOAKS] Pengumuman Vaksinasi Covid-19 untuk Semua Warga di Puskesmas Kramat Jati ,2021-03-01,maret,2021
[HOAKS] Surat Edaran Proyek yang Ditandatangani oleh Wagub Jabar Selaku PPK ,2021-03-01,maret,2021
[HOAKS] Guru Honorer di Leles Garut Jadi Lumpuh setelah Mendapat Vaksin Kedua ,2021-03-01,maret,2021
[HOAKS] Video Pengakuan Jaksa yang Menerima Suap Kasus Sidang Rizieq Shihab ,2021-03-01,maret,2021
[HOAKS] Rekrutmen dan Panggilan Interview Mengatasnamakan Telkomsel ,2021-03-01,maret,2021
[DISINFORMASI] Alumni dan Mahasiswa UGM Demo Terkait Pemalsuan Ijazah Jokowi ,2021-03-01,maret,2021
[HOAKS] Akun Facebook Mengatasnamakan Asisten I Sekretariat Daerah Kota (SetdakPadang ,2021-03-01,maret,2021
[HOAKS] Undangan Rakernas Peningkatan Kinerja Tenaga Kesehatan Mengatasnamakan Kadinkes Kota Bekasi ,2021-03-01,maret,2021
[HOAKS] Pernyataan IDI terkait Pandemi Covid-19 ,2021-03-01,maret,2021
[HOAKS] 17 Negara Melarang Penggunaan Vaksin AstraZeneca ,2021-03-01,maret,2021
[DISINFORMASI] Media Solopos Terbitkan Pembe[HOAKS] Vaksin Covid-19 Berbentuk Sirup bagi yang Takut  ,2021-03-01,maret,2021
ritaan 24 Agenda Persatuan Komunis Chung Kuo Internasional Cina ,2021-03-01,maret,2021
[MISINFORMASI] Nama di Surat Vaksinasi Harus Sesuai dengan Paspor ,2021-03-01,maret,2021
[HOAKS] Pesan WhatsApp Mengatasnamakan Wakil Bupati Gowa Meminta Donasi untuk Pesantren dan  ,2021-03-01,maret,2021
[HOAKS] Surat Pemanggilan CPNS Tahun 2019 Mengatasnamakan Ditjen Dikti ,2021-03-01,maret,2021
[HOAKS] Akun Facebook Mengatasnamakan Wakil Gubernur Kepulauan Riau ,2021-03-01,maret,2021
[HOAKS] Parfum dengan Label dan Merek Garuda Indonesia Dijual Bebas ,2021-03-01,maret,2021
[DISINFORMASI] Foto Gubernur Korea Selatan Menggunakan Jaket saat Divaksin ,2021-03-01,maret,2021
[HOAKS] Tentara Angkatan Laut Australia Mengalami Efek Samping Parah setelah Divaksin Covid-19 ,2021-03-01,maret,2021
[HOAKS] Penipuan di Telegram Catut Nama Bareksa ,2021-03-01,maret,2021
[HOAKS] Kapolri Mengizinkan Acara Musik dan Budaya ,2021-03-01,maret,2021
"[DISINFORMASI] Waspada Ramadhan 2021, Prediksi NASA Bumi Sekarang Dikelilingi Arus Meteor ",2021-03-01,maret,2021
[HOAKS] Akun Whatsapp Mengatasnamakan Bupati Sidrap ,2021-03-01,maret,2021
[MISINFORMASI] Tsunami Aceh 2004 Disebabkan oleh Ledakan Nuklir ,2021-03-01,maret,2021
"[DISINFORMASI] Film ""I Am Legend"" Dibuat pada Tahun 2021 dan Dikaitkan dengan  ",2021-03-01,maret,2021
[HOAKS] Makan Tape Bisa Hilangkan Fungsi Vaksinasi Covid-19 ,2021-03-01,maret,2021
[DISINFORMASI] Vaksin Berbasis mRna Bisa Menyebabkan Kanker ,2021-03-01,maret,2021
[DISINFORMASI] Video Bukti Kebohongan Vaksinasi Covid-19 oleh Yahudi ,2021-03-01,maret,2021
[HOAKS] Undangan Panggilan Tes Rekrutmen Umum PT PLN di Yogyakarta ,2021-03-01,maret,2021
[HOAKS] Vaksinasi Bagi Kelompok Non Lansia di Rumah Sakit Santo Borromeus Kota Bandung ,2021-03-01,maret,2021
[HOAKS] Pesan WhatsApp Mengatasnamakan Wakil Bupati Indragiri Hilir ,2021-03-01,maret,2021
[DISINFORMASI] Masker Covid-19 Khusus untuk Bayi ,2021-03-01,maret,2021
[HOAKS] Pemadaman Listrik Seluruh Indonesia dalam Rangka Memperingati Earth Hour ,2021-03-01,maret,2021
[HOAKS] 14 Titik Tilang Elektronik di Lumajang ,2021-03-01,maret,2021
[HOAKS] Kota Probolinggo Sudah Terapkan E-Tilang di 10 Titik Persimpangan Jalan Pada 23 Maret 2021 ,2021-03-01,maret,2021
[DISINFORMASI] Hewan Ternak Hasil Kawin Silang Babi dengan Sapi ,2021-03-01,maret,2021
[HOAKS] Ekstrak Nanas Bisa Dijadikan Obat Corona ,2021-03-01,maret,2021
[HOAKS] Pesan WhatsApp Kelangkaan BBM Gara-gara Kilang Balongan Terbakar ,2021-03-01,maret,2021
"[DISINFORMASI] Terjemahan Kata AstraZeneca yang Berarti ""Senjata yang Membunuh"" ",2021-03-01,maret,2021
[DISINFORMASI] 20 Jamaah Meninggal Dunia akibat Ledakan AC Masjid ,2021-03-01,maret,2021
[DISINFORMASI] Inggris Turunkan Status Covid-19 sebab Bisa Disembuhkan dengan Paracetamol ,2021-03-01,maret,2021
[DISINFORMASI] Video Ibu Gendong Bayi Pakai Plastik Usai Melahirkan karena Corona ,2021-03-01,maret,2021
[DISINFORMASI] Gibran Duduk di Atas Meja Depan Menteri Basuki ,2021-03-01,maret,2021
[HOAKS] Akun Whatsapp Mengatasnamakan Wakil Bupati Tanah Bumbu ,2021-03-01,maret,2021
[HOAKS] Pertamina Bagikan Dana Bantuan Covid-19 Lewat SMS ,2021-03-01,maret,2021
[HOAKS] Vaksin Covid-19 Berbahaya Bagi Ibu Menyusui ,2021-03-01,maret,2021
[DISINFORMASI] Penentuan Kuota Jemaah Haji Indonesia pada Tahun 2021 ,2021-03-01,maret,2021
[DISINFORMASI] WHO Sebut Pepaya Sebagai Buah Bergizi Tertinggi ,2021-03-01,maret,2021
"[HOAKS] Mahfud MD: Pelaku Bom Gereja Katedral Makassar 3 Oknum Polisi Suku Batak,Hobi Mabuk Miras,  ",2021-03-01,maret,2021
[DISINFORMASI] Kebakaran Kilang Minyak Balongan karena Serangan Teroris ,2021-03-01,maret,2021
[DISINFORMASI] Foto Kondisi Pantai di China ,2021-03-01,maret,2021
[HOAKS] Bom Gereja Ketedral Makassar Dikendalikan Jarak Jauh oleh PKI ,2021-04-01,april,2021
[HOAKS] Aksi Penjarahan Rumah Korban Ledakan Tangki di Kilang Balongan ,2021-04-01,april,2021
[HOAKS] Vaksin Pfizer Sudah Dijual Online di Shopee Malaysia ,2021-04-01,april,2021
[HOAKS] Jadwal Seleksi Penerimaan Calon Praja IPDN Tahun 2021 ,2021-04-01,april,2021
[HOAKS] Dokumen Pemberian Izin Usaha Mengatasnamakan OJK ,2021-04-01,april,2021
[HOAKS] Pelaksanaan UTBK-SBMPTN 2021 Diundur ,2021-04-01,april,2021
[DISINFORMASI] Muhammadiyah Tidak Melayani Vaksinasi Bagi Pemilik KTP Non Islam ,2021-04-01,april,2021
[HOAKS] Zakiah Aini Merupakan Model Foto Dewasa ,2021-04-01,april,2021
[HOAKS] Pernyataan Waketum MUI Anwar Abbas Tentang Urus Pelaku Bom Bunuh Diri Secara Islam ,2021-04-01,april,2021
[HOAKS] Pesan Singkat Mengatasnamakan Tim Vaksinasi ,2021-04-01,april,2021
[HOAKS] Akun Facebook Mengatasnamakan Bupati Bojonegoro ,2021-04-01,april,2021
[HOAKS] Ulang Tahun ke-60 Berhadiah 000 Smartwatch Mengatasnamakan Telkomsel ,2021-04-01,april,2021
[DISINFORMASI] Pelaku Bom Makassar Adalah Mantan Intelijen Polisi ,2021-04-01,april,2021
[DISINFORMASI] Puluhan Mobil Mewah di Kilang Pertamina Balongan Ikut Terbakar ,2021-04-01,april,2021
[HOAKS] Keppres Tentang Penetapan Kedaruratan Keuangan Negara ,2021-04-01,april,2021
[HOAKS] Pamflet Kampanye Helldy-Sanuji ,2021-04-01,april,2021
[HOAKS] Informasi UTBK Mengatasnamakan Ketua Satgas Covid-19 Universitas Brawijaya ,2021-04-01,april,2021
[DISINFORMASI] Video Tumpukan Mayat Korban Covid-19 ,2021-04-01,april,2021
[DISINFORMASI] Peragaan Busana Toleransi Antar Umat Beragama ,2021-04-01,april,2021
[HOAKS] Rayakan Ulang Tahun ke-50 Indofood Berbagi Ribuan Jam Tangan Pintar ,2021-04-01,april,2021
[HOAKS] Vaksin Sinovac Mandiri Seharga R600 Ribu ,2021-04-01,april,2021
[HOAKS] Pelaku Penyerangan di Mabes Polri adalah Polisi Wanita ,2021-04-01,april,2021
[HOAKS] Media TV Tidak Memberitakan Bencana Banjir Bandang di NTT ,2021-04-01,april,2021
[HOAKS] Akun Facebook Mengatasnamakan Bupati Kediri ,2021-04-01,april,2021
[DISINFORMASI] Senjata Airgun Milik ZA Tidak Mematikan dan Tidak Berbahaya ,2021-04-01,april,2021
[DISINFORMASI] Pembersih Alat Rapid Test Corona Bisa Sebabkan Kanker ,2021-04-01,april,2021
[DISINFORMASI] Polisi Tembak Mati Perempuan Tak Bersenjata di Mabes Polri ,2021-04-01,april,2021
[DISINFORMASI] Munculnya Seekor Buaya saat Banjir di Malaka NTT ,2021-04-01,april,2021
[DISINFORMASI] BMKG Peringatkan Tsunami di NTT pada 7 April 2021 ,2021-04-01,april,2021
[DISINFORMASI] Video Sapi Hanyut Terbawa Arus Banjir Bandang NTT ,2021-04-01,april,2021
[HOAKS] Akun Facebook Palsu Atas Nama Istri Bupati Karanganyar ,2021-04-01,april,2021
"[HOAKS] Penerimaan Calon Anggota Satpol ,PP Provinsi Kalimantan Timur Tahun 2021 ",2021-04-01,april,2021
[HOAKS] Link Survei WhatsApp Bagikan Kuota Gratis 50 GB ,2021-04-01,april,2021
[DISINFORMASI] Bank Indonesia telah Mengeluarkan Pecahan Uang Logam Baru Rp 10 Miliar ,2021-04-01,april,2021
[DISINFORMASI] Lebih dari 300 Kapal Terjebak Antrian Transit di Terusan Suez ,2021-04-01,april,2021
[DISINFORMASI] Terjadi Bom Bunuh Diri di Medan ,2021-04-01,april,2021
[HOAKS] Akun Facebook Palsu Mengatasnamakan Wali Kota Mojokerto ,2021-04-01,april,2021
[HOAKS] Kamboja dan Swiss Tak Ada Kematian selama Pandemi Covid-19 karena Tak Memakai Masker ,2021-04-01,april,2021
[HOAKS] Vaksin Massal oleh Dinas Kesehatan Provinsi Sumatera Utara ,2021-04-01,april,2021
[DISINFORMASI] Tsunami di Pantai Alor NTT ,2021-04-01,april,2021
[DISINFORMASI] Bandara Kertajati Jawa Barat Melayani Servis Sepeda Motor ,2021-04-01,april,2021
[DISINFORMASI] Terdapat Cacing dan Ulat pada Masker Impor China ,2021-04-01,april,2021
[DISINFORMASI] Anggota Brimob Meninggal Akibat Vaksin di Maluku ,2021-04-01,april,2021
[HOAKS] Pernyataan Irjen Pol Argo Yuwono: “Pelaku Penyerang Mabes Polri Berinisial ZAS Istri Bandar  Narkoba” ,2021-04-01,april,2021
[DISINFORMASI] Video Pengendara Motor Terseret Arus Banjir di NTT ,2021-04-01,april,2021
[DISINFORMASI] Foto Bayi Mengalami Alergi Setelah Ibu yang Menyusuinya Divaksin ,2021-04-01,april,2021
[DISINFORMASI] Video Polisi Prancis Jatuhkan Borgol Simbol Tolak Lockdown ,2021-04-01,april,2021
[HOAKS] Mayora Bagikan Hadiah untuk Rayakan Hari Jadi ke-50 tahun ,2021-04-01,april,2021
[HOAKS] Subsidi Pulsa Rp 200 Ribu dan Kuota 95 GB Mengatasnamakan Kemendikbud ,2021-04-01,april,2021
[DISINFORMASI] TMII Diambil Megawati dan Dijual ke Tiongkok ,2021-04-01,april,2021
[DISINFORMASI] Artikel Sebut Cina Bohong soal Asal-usul Virus Corona ,2021-04-01,april,2021
[HOAKS] Pembuatan SIM Kolektif Tanpa Tes dari Polrestabes Bandung ,2021-04-01,april,2021
[HOAKS] Bantuan Pulsa dan Kuota Mengatasnamakan Diskominfo Cilacap ,2021-04-01,april,2021
[HOAKS] Masker Dapat Menyebabkan Kematian Akibat Covid-19 ,2021-04-01,april,2021
[DISINFORMASI] Vaksin Covid-19 Sinovac Ilegal karena Tak Bersertifikasi WHO ,2021-04-01,april,2021
[MISINFORMASI] Kartu Prakerja Gelombang 17 akan Dibuka Pertengahan Tahun ,2021-04-01,april,2021
"[HOAKS] Viral Gaji Petugas Kebersihan Pertamina Rp 13,6 Juta ",2021-04-01,april,2021
[HOAKS] Asidosis Laktat Sebabkan Hasil Tes PCR Selalu Positif Covid-19 ,2021-04-01,april,2021
"[HOAKS] Dana Bantuan Sosial dari Bank Jabar Banten (BJSebesar Rp 5,5 Juta ",2021-04-01,april,2021
[DISINFORMASI] Pimpinan Muhammadiyah Cabang Mantrijeron Yogyakarta Ditangkap Densus 88 ,2021-04-01,april,2021
[DISINFORMASI] Tol Jakarta-Cikampek II Dijual dan Berganti Nama Menjadi Sheikh Mohammed bin Zayed ,2021-04-01,april,2021
[HOAKS] Data WHO Sebut 377 Orang dari Setiap 10000 Orang Meninggal karena Vaksin ,2021-04-01,april,2021
[DISINFORMASI] Jangan Makan Pisang Pada Malam Hari Karena Dapat Sebabkan Batuk ,2021-04-01,april,2021
[HOAKS] Bill Gates Beli Aplikasi Telegram USD 600 Juta ,2021-04-01,april,2021
[HOAKS] Akun Facebook Mengatasnamakan Bupati Gresik ,2021-04-01,april,2021
[HOAKS] Orang yang Sudah Pernah Terinfeksi Covid-19 Tidak Perlu Divaksin ,2021-04-01,april,2021
[HOAKS] Penawaran Promo Handphone oleh Akun Facebook Polsek Naringgul Cianjur ,2021-04-01,april,2021
"[DISINFORMASI] Narasi di Sampul Koran Tempo 6 April 2021 ""Sebelum Banjir Miras Allah Dahului Dengan  Banjir  ",2021-04-01,april,2021
"[HOAKS] Pesan Berantai Janjikan Bantuan Rp 5,5 Juta dari Bank BRI ",2021-04-01,april,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Walikota Sukabumi ,2021-04-01,april,2021
[HOAKS] Penyintas Covid-19 Boleh Divaksinasi setelah Isolasi 10 Hari dan Tidak Perlu Menunggu 3 Bulan ,2021-04-01,april,2021
[HOAKS] Kota Tarakan Kalimantan Utara Bebas Covid-19 ,2021-04-01,april,2021
[DISINFORMASI] WHO Menyatakan PCR Test Covid-19 adalah Sia-sia karena Hasil Testnya Cacat ,2021-04-01,april,2021
[HOAKS] Link Pengisian Data Usulan Pengajuan THR Tahun 2021 Mengatasnamakan Pemkab Gresik ,2021-04-01,april,2021
[HOAKS] Surat Terbuka Kepada WHO Terkait Bahaya Vaksinasi Massal Covid-19 ,2021-04-01,april,2021
"[HOAKS] Covid-19 Bukan karena Virus, Melainkan karena Kekurangan Vitamin C, B dan Zinc ",2021-04-01,april,2021
[HOAKS] mRNA Bukan Vaksin Melainkan Terapi Gen yang Memberikan Instruksi untuk Mutasi Virus ,2021-04-01,april,2021
[DISINFORMASI] Video Anak Kecil Dibanting Orang Dewasa ,2021-04-01,april,2021
[HOAKS] Pesan WhatsApp Mengatasnamakan Wakil Bupati Cilacap ,2021-04-01,april,2021
[HOAKS] Vaksin Covid-19 Hanya Percobaan dan Tidak Wajib karena Hanya Memiliki Izin Darurat ,2021-04-01,april,2021
[DISINFORMASI] Gempa dan Tsunami di Malang ,2021-04-01,april,2021
[DISINFORMASI] Terjadi Penyerangan Masjid usai Salat Tarawih di Lombok Tengah ,2021-04-01,april,2021
[HOAKS] Akun Facebook Mengatasnamakan Pejabat BKPSDM Kabupaten Lahat ,2021-04-01,april,2021
[HOAKS] Akun WhatsApp Palsu Bupati Lamongan Yuhronur Efendi ,2021-04-01,april,2021
[HOAKS] Jokowi Pecat Menteri Perdagangan M Luthfi ,2021-04-01,april,2021
[DISINFORMASI] Semua Hewan yang Digunakan pada Uji Coba Vaksin Corona Mati dalam Beberapa Bulan ,2021-04-01,april,2021
[DISINFORMASI] Penganiaya Perawat di Palembang Mengaku Polisi ,2021-04-01,april,2021
[DISINFORMASI] Vaksinasi Corona Bisa Lahirkan Generasi Zombie ,2021-04-01,april,2021
[DISINFORMASI] Menag Minta Umat Tenang Hadapi Penistaan Agama oleh Jozeph Paul Zhang ,2021-04-01,april,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Wakil Bupati Pemalang ,2021-04-01,april,2021
[HOAKS] Vaksin Covid-19 Tingkatkan Kadar Limfosit yang Mematikan bagi Manusia ,2021-04-01,april,2021
[HOAKS] Cover Majalah TEMPO Bergambar Presiden Jokowi Ditenggelamkan ,2021-04-01,april,2021
[HOAKS] Vaksin Covid-19 Bisa Menyebabkan Disfungsi Ereksi pada Pria ,2021-04-01,april,2021
[HOAKS] Meletakkan Bawang di Bawah Telapak Kaki Dapat Menyembuhkan Kanker dan Malaria ,2021-04-01,april,2021
"[HOAKS] Kamper, Cengkeh, Biji Carom dan Minyak Kayu Dapat Meningkatkan Kadar Oksigen ",2021-04-01,april,2021
[DISINFORMASI] Video Seorang Kakek Ditahan karena Tidak Memakai Masker setelah Vaksinasi ,2021-04-01,april,2021
[DISINFORMASI] Pfizer Umumkan Upgrade Vaksin dengan Menyertakan Chip Microsoft untuk Mengurangi  ,2021-04-01,april,2021
"[DISINFORMASI] MPR Gelar Sidang Istimewa, Pemakzulan Jokowi Disahkan ",2021-04-01,april,2021
"[DISINFORMASI] Pertamina di Tegal Gede, Bekasi Kebakaran ",2021-04-01,april,2021
[HOAKS] Makan Bawang Mentah dan Garam Bisa Ubah Positif Covid-19 Menjadi Negatif ,2021-04-01,april,2021
[HOAKS] Presiden Jokowi Mencopot Prabowo dan Memasukkan Ahok ke Kabinet Kerja ,2021-04-01,april,2021
[HOAKS] Alat Rapid Test Antigen Menunjukkan Hasil Positif saat Diteteskan Air Keran ,2021-04-01,april,2021
[DISINFORMASI] Sempat Melawan saat akan Ditangkap Penghina Nabi Ditembak Mati ,2021-04-01,april,2021
[DISINFORMASI] Pejabat Pemerintah Denmark Meninggal Dunia karena Diracun saat Umumkan Larangan  ,2021-04-01,april,2021
[HOAKS] Surat Tawaran Dana Bantuan APBN/APBD Mengatasnamakan Ditjen Dikti Kemendikbud ,2021-04-01,april,2021
[DISINFORMASI] Pertamina di Palembang Terbakar ,2021-04-01,april,2021
[DISINFORMASI] Flyer Larangan Mudik Tahun 2021 ,2021-04-01,april,2021
[DISINFORMASI] Video Korban Berjatuhan di India Akibat Virus Corona ,2021-04-01,april,2021
"[HOAKS] Akun WhatsApp Mengatasnamakan Plt Bupati Boalemo, Anas Jusuf ",2021-04-01,april,2021
[HOAKS] Surat Bantuan Ramadhan Mengatasnamakan Dit PD Pontren Kemenag RI ,2021-04-01,april,2021
[DISINFORMASI] Pembegalan Sepeda Motor di Jalan Cendrawasih Palangka Raya ,2021-04-01,april,2021
[HOAKS] Orang yang Sudah Divaksin Dapat Menularkan Penyakit Reproduksi ,2021-04-01,april,2021
[HOAKS] Surat Pendataan Tenaga Pengajar Perguruan Tinggi Tahun 2021 Mengatasnamakan Direktorat  ,2021-04-01,april,2021
[HOAKS] Lowongan Kerja PT Pertamina untuk Lulusan SMA/SMK ,2021-04-01,april,2021
[DISINFORMASI] Ketua DPRD Kabupaten Mimika Meninggal Akibat Vaksin ,2021-04-01,april,2021
[DISINFORMASI] Gubernur NTB Tidak Melarang Mudik Lebaran 1442 H ,2021-04-01,april,2021
[HOAKS] Vaksinasi saat Menstruasi Bisa Turunkan Imun ,2021-04-01,april,2021
[HOAKS] Akun Whatsapp Mengatasnamakan Ketua DPRD Jambi ,2021-04-01,april,2021
[HOAKS] Begal Berkostum Pocong di Pandeglang ,2021-04-01,april,2021
[HOAKS] Kapal Selam Hancur Dirudal Tiongkok ,2021-04-01,april,2021
[HOAKS] Akun Facebook Mengatasnamakan Wakil Gubernur Lampung ,2021-04-01,april,2021
[HOAKS] KRI Nanggala-402 Ditembak Kapal Selam Prancis ,2021-04-01,april,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Wakil Bupati Magetan ,2021-04-01,april,2021
[HOAKS] Nilai UTBK SBMPTN Gelombang I Telah Diproses ,2021-04-01,april,2021
[DISINFORMASI] Terpidana Hukuman Mati Harus Bayar Rp 200 Juta untuk Eksekusi Matinya ,2021-04-01,april,2021
"[DISINFORMASI] Negara Somalia Pernah Mencetak Mata Uang Koin Bergambar Wajah Pendiri NU ""Kyai Haji  ",2021-04-01,april,2021
[HOAKS] Uji Coba Vaksin AstraZeneca pada Anak Sebabkan Kematian Mendadak ,2021-04-01,april,2021
"[DISINFORMASI] Video ""Kecelakaan Mobil WAMENHAN dan Aslog TNI AU dengan Motor Pengawal"" ",2021-04-01,april,2021
[DISINFORMASI] Syuting Film Horor untuk Menakuti Masyarakat Indonesia agar mau Divaksinasi Covid-19 ,2021-04-01,april,2021
[DISINFORMASI] Foto Bangkai Kapal Selam Nanggala-402 ,2021-04-01,april,2021
[DISINFORMASI] Video Kapal Selam Terapung ,2021-04-01,april,2021
[HOAKS] Pemerintah Bolehkan Mudik Lebaran 2021 Asal Bayar Denda ,2021-04-01,april,2021
[HOAKS] KRI Nanggala-402 Hancur karena Torpedo Kapal Selam Tiongkok 093B ,2021-04-01,april,2021
[DISINFORMASI] Universitas Stanford Klaim Masker Tidak Efektif Cegah Covid-19 ,2021-04-01,april,2021
[DISINFORMASI] Larangan Mudik Dicabut ,2021-04-01,april,2021
[DISINFORMASI] Pria Buang Uang di New York Setelah Temannya Meninggal Akibat Covid-19 ,2021-04-01,april,2021
[DISINFORMASI] Masker Tidak Dapat Memblokir Partikel Virus Covid-19 ,2021-04-01,april,2021
[HOAKS] Pesan Berantai Mengatasnamakan Astrid - Sekretaris 1 Satgas Covid Pusat ,2021-04-01,april,2021
[HOAKS] WhatsApp Resmi Meluncurkan Versi Terbaru Berwarna Pink ,2021-04-01,april,2021
[HOAKS] Ditemukan Ranjau China di Sekitar Lokasi Tenggelamnya KRI Nanggala-402 ,2021-04-01,april,2021
[DISINFORMASI] Kandungan Luciferase dalam Vaksin Covid-19 Sebagai Alat Pelacak ,2021-04-01,april,2021
[DISINFORMASI] Prabowo Sebut Rudal China Penyebab KRI Nanggala 402 Tenggelam ,2021-04-01,april,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Bupati Selayar ,2021-05-01,mei,2021
[HOAKS] Menag Yaqut Cholil Qoumas Mualaf dari Kristen Radikal ,2021-05-01,mei,2021
[DISINFORMASI] Panglima TNI Marsekal Hadi Tjahjanto Diberhentikan Akibat Tenggelamnya KRI Nanggala 402 ,2021-05-01,mei,2021
[DISINFORMASI] Jenazah Prajurit KRI Nanggala 402 Terdampar di Pantai ,2021-05-01,mei,2021
[DISINFORMASI] Tol Pejagan Brebes Ditutup Total ,2021-05-01,mei,2021
[HOAKS] Akun Instagram dan Informasi Lowongan Kerja Mengatasnamakan PT Pos Indonesia (Perser,2021-05-01,mei,2021
[HOAKS] Alasan Mudik Dilarang karena Kondisi Keuangan Perbankan Mengkhawatirkan ,2021-05-01,mei,2021
[DISINFORMASI] Video Serda Kom Purwanto Menggendong Bayi Sebelum Berlayar ,2021-05-01,mei,2021
[DISINFORMASI] Video Mudik Lebaran Diperbolehkan ,2021-05-01,mei,2021
[HOAKS] Informasi 10 Dokter Wafat karena Covid-19 dalam Waktu 24 Jam setelah Disuntik Vaksin ,2021-05-01,mei,2021
[HOAKS] Tidak Ada Karangan Bunga terkait Gugurnya 53 Anak Bangsa KRI Nanggala-402 ,2021-05-01,mei,2021
[HOAKS] Penyebaran Covid-19 di Kota Bandung Saat Ini Sudah Berstatus Zona Merah ,2021-05-01,mei,2021
[DISINFORMASI] Pernyataan Gubernur DIY Kecam Jokowi Soal Mudik ,2021-05-01,mei,2021
[DISINFORMASI] Kemenhub jadikan Larangan Mudik Ladang Bisnis dengan Jualan Stiker Khusus Bus ,2021-05-01,mei,2021
[DISINFORMASI] Foto CT Scan Paru-paru Pasien setelah Menerima Vaksin Corona ,2021-05-01,mei,2021
[DISINFORMASI] Reporter TV di India Ditusuk karena Menyiarkan Acara Kerumunan Mandi di Sungai Gangga ,2021-05-01,mei,2021
[HOAKS] Akun WhatsApp Mengatasnamakan Bupati Sinjai Andi Seto Asapa ,2021-05-01,mei,2021
[DISINFORMASI] Infografik CDC Amerika Serikat Tentang Penolakan Vaksin ,2021-05-01,mei,2021
[DISINFORMASI] Penemuan Sajadah Milik Kru Kapal Selam KRI Nanggala-402 ,2021-05-01,mei,2021
[HOAKS] Foto Penutupan Jalan Sintang-Melawi ,2021-05-01,mei,2021
[DISINFORMASI] Beberapa Jenis Suplemen Dapat Menetralkan Vaksin Covid-19 ,2021-05-01,mei,2021
[HOAKS] Donasi Atas Nama Bupati Kudus ,2021-05-01,mei,2021
[DISINFORMASI] Pemerintah Larang Mudik pada 6-17 Mei 2021 Guna Membiarkan Masuknya 12 Juta Warga  ,2021-05-01,mei,2021
[DISINFORMASI] Penemuan Mayat Korban Kapal Selam KRI Nanggala 402 di Pulau Gili Lombok ,2021-05-01,mei,2021
[DISINFORMASI] Data Tingkat Kematian Orang Divaksin Lebih Tinggi dari yang Tidak Divaksin ,2021-05-01,mei,2021
[DISINFORMASI] Video Rakyat India Marah karena Bosan dengan Protokol Kesehatan Covid-19 ,2021-05-01,mei,2021
[DISINFORMASI] Video Jalan Tikus Dipenuhi Pemotor ,2021-05-01,mei,2021
[HOAKS] Info 19 Titik Penyekatan Pemudik di Wilayah Kabupaten Jember ,2021-05-01,mei,2021
[HOAKS] Rekaman Suara Percakapan Pilot Lion Air JT-610 Keluar ,2021-05-01,mei,2021
